id_student,b1_c1,b1_c2,b1_c3,b1_c4,b1_c5,b2_c1,b2_c2,b2_c3,b2_c4,b2_c5,b3_c1,b3_c2,b3_c3,b3_c4,b3_c5,b4_c1,b4_c2,b4_c3,b4_c4,b4_c5,total_clicks_c1,total_clicks_c2,total_clicks_c3,total_clicks_c4,total_clicks_c5,sub_c1,vol_log_c1,sub_c2,vol_log_c2,sub_c3,vol_log_c3,sub_c4,vol_log_c4,sub_c5,vol_log_c5,n_ciclos,vol_total_log,nota_tma1,tem_nota1,final_result,aprovado
31296,0.0,0.0,0.5042902768747176,0.49773108805502014,0.3421030871363353,0.0,0.09131348750647617,0.0,0.08648841317365547,0.10515563247365435,0.07804097674817727,0.14472845350783453,0.0,0.08648841317365547,0.08270009271462651,0.9219590232518228,0.7639580589856894,0.49570972312528233,0.3292920855976688,0.4700411876753837,45.0,42.0,171.0,42.0,233.0,1,3.828641396489095,1,3.7612001156935624,1,5.147494476813453,1,3.7612001156935624,1,5.455321115357702,5,6.280395838960195,78.0,1,Fail,0
35796,0.3043127595557705,0.0,0.0,0.0,0.0,0.2542441863327405,0.0,0.0,0.0,0.0,0.13251512577398558,0.0,0.0,0.0,0.0,0.30892792833750343,0.0,0.0,0.0,0.0,277.0,,,,,1,5.627621113690637,0,0.0,0,0.0,0,0.0,0,0.0,1,5.627621113690637,82.0,1,Fail,0
40878,0.20820264267038002,0.16430318846894207,0.17086805222004992,0.2694211981556609,0.16129041230857022,0.2732459750545523,0.30922672036317383,0.3128523445069989,0.07155338624833153,0.4982058146352589,0.2526544224404916,0.20303871986956204,0.3219772285916791,0.2737299223192694,0.17861403994237374,0.2658969598345763,0.32343137129832206,0.19430237468127215,0.3852954932767382,0.16188973311379715,345.0,398.0,357.0,480.0,397.0,1,5.846438775057725,1,5.988961416889864,1,5.8805329864007,1,6.175867270105761,1,5.986452005284438,5,7.589841512182657,94.0,1,Distinction,1
42552,0.36149493218301326,0.2541070228348739,0.19940661432885787,0.15489661854048564,0.26133758988832123,0.24883403703155518,0.19429132834693041,0.1121907624784875,0.31128021036618786,0.27267634201841795,0.14663232547644786,0.2788387615445434,0.10903217346760902,0.3125704062462032,0.22851791316161607,0.24303870530898375,0.27276288727365217,0.5793704497250455,0.22125276484712333,0.2374681549316448,500.0,1187.0,339.0,790.0,1782.0,1,6.2166061010848646,1,7.080026499922591,1,5.8289456176102075,1,6.673297967767654,1,7.48605261786314,5,8.433594167539924,84.0,1,Pass,1
43958,0.20919849487683284,0.18237468263115456,0.2747933405546291,0.0,0.0,0.19774544973388786,0.13593500346717974,0.42678038040071403,0.0,0.0,0.20383250750923615,0.32708463794406234,0.2635031856747021,0.0,0.0,0.38922354788004326,0.3546056759576035,0.03492309336995476,0.0,0.0,297.0,420.0,357.0,,,1,5.697093486505405,1,6.042632833682381,1,5.8805329864007,0,0.0,0,0.0,3,6.980075940561763,88.0,1,Fail,0
45423,0.24635352844144512,0.23099092371408902,0.3449891802720018,0.655421761115168,0.42232193729991213,0.35126426497005886,0.22638941416193667,0.13802556535579696,0.0,0.36565122777893216,0.08138783555430834,0.24967220630087175,0.08006075535878011,0.0,0.17414144737250373,0.3209943710341876,0.2929474558231026,0.43692449901342123,0.344578238884832,0.03788538754865189,807.0,698.0,830.0,124.0,1393.0,1,6.694562058521095,1,6.54965074223381,1,6.7226297948554485,1,4.8283137373023015,1,7.2399325913204695,5,8.256607344626158,60.0,1,Fail,0
47861,0.254183719662693,0.2509783305705468,0.3790127429655033,0.110108892669001,0.2018696083560024,0.22943402050109607,0.22057818847870367,0.19382178132798814,0.26143818188010143,0.40394845127319906,0.2187565197776874,0.20317108562190164,0.2050979076506996,0.3099525021848229,0.12094170959703593,0.29762574005852366,0.32527239532884794,0.22206756805580896,0.31850042326607453,0.2732402307737627,2276.0,1491.0,555.0,811.0,1687.0,1,7.7306140660637395,1,7.307872780763706,1,6.320768294250582,1,6.699500340161678,1,7.431299675155903,5,8.82776136765472,72.0,1,Pass,1
56637,0.27385166070398825,0.20647176887393467,0.2971811431586073,0.2821053565092214,0.3423293086975162,0.2656304470202412,0.38115582140144444,0.3490776719158136,0.3047166741090932,0.3399073515044493,0.2436893878632206,0.12059885307900407,0.1797259015825595,0.16978154149045277,0.2012284493079409,0.21682850441254994,0.2917735566456168,0.17401528334301952,0.2433964278912326,0.11653489049009368,1140.0,696.0,1151.0,711.0,873.0,1,7.039660349862076,1,6.546785410760524,1,7.049254841255837,1,6.568077911411976,1,6.773080375655535,5,8.427706024914702,86.0,1,Distinction,1
56667,0.1480409554829326,0.0,0.6029404546204394,0.7338386594413103,0.0,0.0,0.0,0.2775327121556091,0.07424382835389443,0.0,0.0,0.26264953503719357,0.0,0.0,0.0,0.8519590445170674,0.7373504649628064,0.11952683322395145,0.19191751220479522,0.0,54.0,7.0,17.0,42.0,,1,4.007333185232471,1,2.0794415416798357,1,2.8903717578961645,1,3.7612001156935624,0,0.0,4,4.795790545596741,76.0,1,Fail,0
58884,0.14997825350675198,0.16745441799129507,0.4244000756704222,0.2554560747474533,0.2685871591672881,0.21395056155911654,0.2533265485011112,0.2486482618841213,0.22422672819575235,0.2961421696835373,0.25203794835835075,0.23886153689732026,0.23905374527893333,0.3285909149623732,0.25261659372641077,0.38403323657578076,0.3403574966102735,0.08789791716652322,0.19172628209442114,0.18265407742276377,667.0,678.0,327.0,1099.0,1516.0,1,6.504288173536645,1,6.520621127558696,1,5.793013608384144,1,7.003065458786462,1,7.324489979348532,5,8.363575702750637,92.0,1,Distinction,1
64427,0.20981770646655323,0.18380544127985726,0.17393433910245876,0.23205602826280183,0.19367522208217636,0.16182333364907905,0.25883612644495135,0.2476288772665872,0.23058679927798337,0.3354164295729231,0.2368633922243982,0.30654856833885025,0.32045419482923887,0.24979012011987412,0.3133261042713937,0.39149556765996957,0.25080986393634114,0.2579825888017151,0.28756705233934077,0.157582244073507,415.0,532.0,834.0,974.0,1675.0,1,6.030685260261263,1,6.278521424165844,1,6.727431724850855,1,6.882437470997847,1,7.424165281042028,5,8.39638057119949,74.0,1,Distinction,1
71159,0.2463262365863663,0.11685873376731941,0.21653198158196485,0.17909276326246434,0.39169949879983756,0.23028662830911353,0.15201819495460006,0.22522089618244062,0.06612538824581318,0.2569346714443009,0.1282716334012467,0.22438930209157756,0.13556391851500948,0.2691820960617712,0.14575272855953023,0.39511550170327336,0.5067337691865029,0.42268320372058504,0.48559975242995124,0.2056131011963314,459.0,483.0,656.0,659.0,1407.0,1,6.131226489483141,1,6.182084906716632,1,6.48768401848461,1,6.492239835020471,1,7.249925536717988,5,8.206583614320753,76.0,1,Pass,1
74165,0.17977208757742488,0.16728430314865417,0.31628124973763533,0.0,0.4446192809541596,0.18016528077285054,0.3053655064578691,0.1881268908982174,0.2789429456511298,0.02811409516575426,0.316419867932771,0.4821435890459242,0.031848717671879766,0.0,0.15653519530385626,0.3236427637169537,0.04520660134755257,0.46374314169226744,0.7210570543488702,0.3707314285762298,461.0,204.0,387.0,12.0,526.0,1,6.135564891081739,1,5.3230099791384085,1,5.961005339623274,1,2.5649493574615367,1,6.267200548541362,5,7.372118028337787,90.0,1,Pass,1
75107,0.23203805343836695,0.2116436599467318,0.35275614715406545,0.26099634192462084,0.3110618034436644,0.2401313961591365,0.2708735129494139,0.1503764542908525,0.27394532041809966,0.4132001105710893,0.2525363670801294,0.2807671759429837,0.230618103360653,0.27073649326920995,0.08497261233852187,0.2752941833223672,0.23671565116087048,0.26624929519442914,0.19432184438806963,0.19076547364672447,938.0,642.0,687.0,1210.0,1366.0,1,6.844815479208263,1,6.466144724237619,1,6.5337888379333435,1,7.099201743553092,1,7.220373836723949,5,8.485496104672983,84.0,1,Distinction,1
77692,0.24506574282145324,0.0,0.0,0.0,0.41669150100800106,0.0,0.1486440671366264,0.0,0.04347456005564864,0.0,0.0,0.31969554033742614,0.0,0.20188960481215695,0.0,0.7549342571785468,0.5316603925259474,1.0,0.7546358351321943,0.5833084989919989,600.0,205.0,171.0,220.0,565.0,1,6.398594934535208,1,5.327876168789581,1,5.147494476813453,1,5.3981627015177525,1,6.338594078203183,5,7.474204806496124,96.0,1,Pass,1
77995,0.16378870322561528,0.33150435439839104,0.0,0.807436988118106,0.0,0.10919246881707687,0.16575217719919552,0.0,0.19256301188189393,0.0,0.33235254823417093,0.0,0.0,0.0,0.0,0.39466627972313695,0.5027434684024134,0.0,0.0,0.0,103.0,37.0,,50.0,,1,4.6443908991413725,1,3.6375861597263857,0,0.0,1,3.9318256327243257,0,0.0,3,5.25227342804663,68.0,1,Pass,1
79610,0.47741700416412447,0.22949731574802004,0.26083552280713096,0.3084745383041074,0.378054791307394,0.1374442374061326,0.3313234979892947,0.1526515972868718,0.311336600878615,0.19238361247247485,0.02167941470911703,0.18269125944552503,0.1455898015817664,0.0,0.0,0.3634593437206259,0.25648792681716015,0.44092307832423083,0.3801888608172777,0.4295615962201312,304.0,456.0,157.0,480.0,874.0,1,5.720311776607412,1,6.124683390894205,1,5.062595033026967,1,6.175867270105761,1,6.774223886357614,5,7.7284157798410416,96.0,1,Pass,1
80438,0.25252009299588735,0.30836091409635874,0.5572715701380867,0.2839384759520086,0.0,0.20782078521827535,0.2224932915535746,0.20374853069394327,0.599319160567222,0.0,0.31597109207964386,0.03194547619350205,0.13911155454594273,0.022372043456074527,0.0,0.2236880297061935,0.4372003181565645,0.0998683446220271,0.09437032002469485,0.0,903.0,450.0,234.0,1665.0,,1,6.806829360392176,1,6.111467339502679,1,5.459585514144159,1,7.418180822726788,0,0.0,4,8.087332926473351,96.0,1,Pass,1
84604,0.1545011977422672,0.3274616212328062,0.394979395335426,0.19475927237700308,0.3212340673369961,0.3314663375042352,0.3111347719588279,0.2876935855675673,0.26428493376730294,0.18932310101651337,0.15817895323264236,0.13231412046263666,0.26363024162346577,0.2874222144461013,0.22690189168745997,0.3558535115208552,0.22908948634572932,0.05369677747354103,0.2535335794095927,0.2625409399590306,710.0,1106.0,1160.0,1357.0,2529.0,1,6.566672429803241,1,7.009408932708637,1,7.057036981697891,1,7.213768308118642,1,7.835974581721566,5,8.833899942908635,86.0,1,Distinction,1
87264,0.0981761498950613,0.21895086981381012,0.25842925104504644,0.22462805885476306,0.3571276861542719,0.1809610966037732,0.26223950576512456,0.04011577627939208,0.33660367684000775,0.20142107099531703,0.2718874687686099,0.20187564827972465,0.11202255310386201,0.16566322339672884,0.18334043300066594,0.4489752847325556,0.31693397614134067,0.5894324195716995,0.27310504090850035,0.25811080984974516,500.0,1281.0,350.0,1628.0,2103.0,1,6.2166061010848646,1,7.156176637480615,1,5.860786223465865,1,7.395721608602045,1,7.651595573857601,5,8.676416696964216,92.0,1,Distinction,1
