id_student,ciclo,id_assessment,total_clicks,cluster,perfil,silhueta
31296,1,34899,45,0,Tardio,0.315437328497885
35747,1,34899,491,2,Equilibrado,0.21661682453584197
35796,1,34899,277,1,Adiantado,0.15294729840871787
40857,1,34899,207,0,Tardio,-0.06052504045922379
40878,1,34899,345,2,Equilibrado,0.03505141692455995
42552,1,34899,500,1,Adiantado,0.20282788251095363
43958,1,34899,297,2,Equilibrado,0.1326639435294906
45423,1,34899,807,1,Adiantado,0.11368172573489888
47861,1,34899,2276,1,Adiantado,0.04840393018526705
56637,1,34899,1140,1,Adiantado,0.16300190192861994
56667,1,34899,54,0,Tardio,0.42085274804503486
58884,1,34899,667,2,Equilibrado,0.15599526827431853
63112,1,34899,126,2,Equilibrado,0.06110864836954251
64427,1,34899,415,2,Equilibrado,0.14775557906844397
66892,1,34899,81,2,Equilibrado,0.14737575249795842
69439,1,34899,229,1,Adiantado,0.12665162302414237
71159,1,34899,459,2,Equilibrado,0.03157036489802551
74165,1,34899,461,2,Equilibrado,0.13422976874105028
75107,1,34899,938,1,Adiantado,0.058453330045198
77692,1,34899,600,0,Tardio,0.4096509767462574
77995,1,34899,103,0,Tardio,-0.027433364401209765
79610,1,34899,304,1,Adiantado,0.1184696009906575
80438,1,34899,903,2,Equilibrado,-0.0238158887474583
84604,1,34899,710,2,Equilibrado,0.08796988404871192
85241,1,34899,142,2,Equilibrado,0.12023908362615374
87264,1,34899,500,2,Equilibrado,0.24896233738385448
87322,1,34899,88,2,Equilibrado,0.13964153332481147
91801,1,34899,795,2,Equilibrado,0.11244559398287642
94749,1,34899,584,2,Equilibrado,-0.04005324065649246
98256,1,34899,164,2,Equilibrado,-0.006841688300911019
101217,1,34899,62,1,Adiantado,0.17294494661392398
102854,1,34899,610,1,Adiantado,0.12857826968707356
105125,1,34899,388,2,Equilibrado,0.25811538009888657
105939,1,34899,265,2,Equilibrado,0.2123646042841936
107455,1,34899,252,1,Adiantado,0.2542695501753184
109577,1,34899,143,1,Adiantado,0.09271376969060449
110820,1,34899,471,1,Adiantado,0.10453227169789454
113702,1,34899,973,1,Adiantado,0.10312152184093178
116529,1,34899,11,2,Equilibrado,0.1409655791247535
119310,1,34899,232,1,Adiantado,0.08861760823408267
119865,1,34899,410,2,Equilibrado,0.1531812812699809
125063,1,34899,490,2,Equilibrado,0.17777741282075954
129907,1,34899,639,2,Equilibrado,0.17630246771649283
131597,1,34899,60,1,Adiantado,0.09025394645535531
132423,1,34899,278,1,Adiantado,0.12473117515790604
132475,1,34899,590,2,Equilibrado,0.07169755872257182
135280,1,34899,863,1,Adiantado,0.015925651110875055
136944,1,34899,6,2,Equilibrado,0.12247117334633863
139206,1,34899,627,2,Equilibrado,-0.002810988628514543
142310,1,34899,244,1,Adiantado,0.18499293829094582
143755,1,34899,1129,2,Equilibrado,0.02956567137711246
144959,1,34899,66,0,Tardio,0.001144815121821108
149178,1,34899,532,1,Adiantado,0.2049729479308337
150282,1,34899,168,1,Adiantado,0.08745254269843201
152524,1,34899,964,1,Adiantado,0.179175144116385
152917,1,34899,694,2,Equilibrado,0.11464904804770015
155938,1,34899,557,1,Adiantado,0.06734216183714502
157225,1,34899,201,0,Tardio,0.2109301950689766
159906,1,34899,266,2,Equilibrado,0.03333818757106836
159947,1,34899,129,0,Tardio,0.24440713835714645
164148,1,34899,306,0,Tardio,0.17212595987730578
166123,1,34899,339,0,Tardio,0.07055258206848618
169596,1,34899,336,2,Equilibrado,0.20388017145186416
170874,1,34899,336,2,Equilibrado,0.05680288670070707
172493,1,34899,458,2,Equilibrado,0.23499654663795444
177492,1,34899,908,1,Adiantado,0.1709665466866326
184627,1,34899,315,2,Equilibrado,0.17812121925242483
184720,1,34899,323,1,Adiantado,0.09726049203795843
185994,1,34899,330,1,Adiantado,0.14098023384555242
191504,1,34899,178,2,Equilibrado,0.039570102234672166
194163,1,34899,369,2,Equilibrado,0.10787864567272096
195246,1,34899,558,1,Adiantado,0.13507706976122735
195552,1,34899,474,1,Adiantado,0.09703658922197823
199009,1,34899,354,2,Equilibrado,0.0718071304234896
204117,1,34899,386,2,Equilibrado,0.1247905436328158
226955,1,34899,721,2,Equilibrado,-0.007524570123246407
228633,1,34899,602,1,Adiantado,0.24366827953848047
229498,1,34899,682,2,Equilibrado,-0.006554608433728008
230947,1,34899,101,0,Tardio,0.10302074708900048
232173,1,34899,1155,2,Equilibrado,0.12068147015259258
234661,1,34899,466,1,Adiantado,0.07879414805495522
235747,1,34899,136,0,Tardio,0.39141944155243674
235768,1,34899,410,0,Tardio,0.054495200046311094
235971,1,34899,693,2,Equilibrado,0.005763332714797166
236090,1,34899,558,2,Equilibrado,0.09793869663591448
237891,1,34899,217,2,Equilibrado,0.09814105488857805
249357,1,34899,410,0,Tardio,0.350978142145148
251166,1,34899,560,1,Adiantado,0.13059377745549614
253633,1,34899,370,1,Adiantado,0.044677648716417405
253763,1,34899,1234,1,Adiantado,0.08752774982333716
258245,1,34899,377,1,Adiantado,0.10772671454313063
258509,1,34899,311,2,Equilibrado,0.13420492309588042
258978,1,34899,343,1,Adiantado,0.11802720863613798
261863,1,34899,228,2,Equilibrado,0.02101881852099973
262025,1,34899,349,2,Equilibrado,0.05097277267768986
262394,1,34899,156,2,Equilibrado,0.09959045767155507
263862,1,34899,262,2,Equilibrado,0.204413478348094
265497,1,34899,400,1,Adiantado,0.13589466222519103
268823,1,34899,48,0,Tardio,-0.018723290846682797
269584,1,34899,140,2,Equilibrado,0.044447761892399414
270421,1,34899,124,0,Tardio,0.14800140627883857
275127,1,34899,184,2,Equilibrado,0.048579408242077765
277384,1,34899,602,2,Equilibrado,0.054684034302308726
278380,1,34899,564,2,Equilibrado,0.05557108897968667
279440,1,34899,674,2,Equilibrado,0.16004581234211324
279653,1,34899,534,1,Adiantado,0.3177675268073152
279883,1,34899,136,2,Equilibrado,0.003941642592012818
281134,1,34899,420,1,Adiantado,0.12298410321210997
282849,1,34899,614,1,Adiantado,0.20284599427902208
283402,1,34899,1046,2,Equilibrado,-0.01572277662264815
286778,1,34899,398,2,Equilibrado,0.10171710010323873
287079,1,34899,109,1,Adiantado,0.04248124039731153
287258,1,34899,446,1,Adiantado,0.26162910718527127
289247,1,34899,286,1,Adiantado,0.060955734478438516
294112,1,34899,910,2,Equilibrado,0.03548630804642275
294219,1,34899,1512,2,Equilibrado,-0.04464786127803933
294920,1,34899,1025,2,Equilibrado,0.1682404626451782
294929,1,34899,800,2,Equilibrado,0.23708112855171817
297218,1,34899,321,2,Equilibrado,0.13741903938717764
297341,1,34899,720,1,Adiantado,0.08453894820569646
301074,1,34899,463,1,Adiantado,0.009191204967421367
301561,1,34899,354,1,Adiantado,0.13403842214818473
305064,1,34899,1013,1,Adiantado,0.12262785863567179
